id,norm,keep,glyph_name,display_name,response_template,archived_at
6773,boundary of spiral,2466,Boundary of Spiral,,,2025-11-20T01:42:53.402609Z
7524,boundary of spiral,2466,Boundary of Spiral,,,2025-11-20T01:42:53.402609Z
794,ache of collapse,788,Ache of collapse:,,,2025-11-20T01:42:53.402609Z
804,ache of collapse,788,Ache of collapse:,,,2025-11-20T01:42:53.402609Z
3187,ache of collapse,788,Ache of collapse:,,,2025-11-20T01:42:53.402609Z
3191,ache of collapse,788,Ache of collapse:,,,2025-11-20T01:42:53.402609Z
3199,ache of collapse,788,Ache of collapse:,,,2025-11-20T01:42:53.402609Z
5036,ache of collapse,788,Ache of collapse:,,,2025-11-20T01:42:53.402609Z
5042,ache of collapse,788,Ache of collapse:,,,2025-11-20T01:42:53.402609Z
5052,ache of collapse,788,Ache of collapse:,,,2025-11-20T01:42:53.402609Z
7435,ache of collapse,788,Ache of collapse:,,,2025-11-20T01:42:53.402609Z
7439,ache of collapse,788,Ache of collapse:,,,2025-11-20T01:42:53.402609Z
7447,ache of collapse,788,Ache of collapse:,,,2025-11-20T01:42:53.402609Z
1399,recognition of burrows,1255,Recognition of burrows.,,,2025-11-20T01:42:53.402609Z
1543,recognition of burrows,1255,Recognition of burrows.,,,2025-11-20T01:42:53.402609Z
1687,recognition of burrows,1255,Recognition of burrows.,,,2025-11-20T01:42:53.402609Z
1831,recognition of burrows,1255,Recognition of burrows.,,,2025-11-20T01:42:53.402609Z
1976,recognition of burrows,1255,Recognition of burrows.,,,2025-11-20T01:42:53.402609Z
5503,recognition of burrows,1255,Recognition of burrows.,,,2025-11-20T01:42:53.402609Z
5647,recognition of burrows,1255,Recognition of burrows.,,,2025-11-20T01:42:53.402609Z
5791,recognition of burrows,1255,Recognition of burrows.,,,2025-11-20T01:42:53.402609Z
5935,recognition of burrows,1255,Recognition of burrows.,,,2025-11-20T01:42:53.402609Z
6079,recognition of burrows,1255,Recognition of burrows.,,,2025-11-20T01:42:53.402609Z
6224,recognition of burrows,1255,Recognition of burrows.,,,2025-11-20T01:42:53.402609Z
1400,recognition of collapse,1256,Recognition of collapse.,,,2025-11-20T01:42:53.402609Z
1544,recognition of collapse,1256,Recognition of collapse.,,,2025-11-20T01:42:53.402609Z
1688,recognition of collapse,1256,Recognition of collapse.,,,2025-11-20T01:42:53.402609Z
1832,recognition of collapse,1256,Recognition of collapse.,,,2025-11-20T01:42:53.402609Z
1977,recognition of collapse,1256,Recognition of collapse.,,,2025-11-20T01:42:53.402609Z
5504,recognition of collapse,1256,Recognition of collapse.,,,2025-11-20T01:42:53.402609Z
5648,recognition of collapse,1256,Recognition of collapse.,,,2025-11-20T01:42:53.402609Z
5792,recognition of collapse,1256,Recognition of collapse.,,,2025-11-20T01:42:53.402609Z
5936,recognition of collapse,1256,Recognition of collapse.,,,2025-11-20T01:42:53.402609Z
6080,recognition of collapse,1256,Recognition of collapse.,,,2025-11-20T01:42:53.402609Z
6225,recognition of collapse,1256,Recognition of collapse.,,,2025-11-20T01:42:53.402609Z
1401,recognition of axis,1257,Recognition of Axis,,,2025-11-20T01:42:53.402609Z
1545,recognition of axis,1257,Recognition of Axis,,,2025-11-20T01:42:53.402609Z
1689,recognition of axis,1257,Recognition of Axis,,,2025-11-20T01:42:53.402609Z
1833,recognition of axis,1257,Recognition of Axis,,,2025-11-20T01:42:53.402609Z
1978,recognition of axis,1257,Recognition of Axis,,,2025-11-20T01:42:53.402609Z
5505,recognition of axis,1257,Recognition of Axis,,,2025-11-20T01:42:53.402609Z
5649,recognition of axis,1257,Recognition of Axis,,,2025-11-20T01:42:53.402609Z
5793,recognition of axis,1257,Recognition of Axis,,,2025-11-20T01:42:53.402609Z
5937,recognition of axis,1257,Recognition of Axis,,,2025-11-20T01:42:53.402609Z
6081,recognition of axis,1257,Recognition of Axis,,,2025-11-20T01:42:53.402609Z
6226,recognition of axis,1257,Recognition of Axis,,,2025-11-20T01:42:53.402609Z
1402,recognition of aggression,1258,Recognition of Aggression.,,,2025-11-20T01:42:53.402609Z
1546,recognition of aggression,1258,Recognition of Aggression.,,,2025-11-20T01:42:53.402609Z
1690,recognition of aggression,1258,Recognition of Aggression.,,,2025-11-20T01:42:53.402609Z
1834,recognition of aggression,1258,Recognition of Aggression.,,,2025-11-20T01:42:53.402609Z
1979,recognition of aggression,1258,Recognition of Aggression.,,,2025-11-20T01:42:53.402609Z
5506,recognition of aggression,1258,Recognition of Aggression.,,,2025-11-20T01:42:53.402609Z
5650,recognition of aggression,1258,Recognition of Aggression.,,,2025-11-20T01:42:53.402609Z
5794,recognition of aggression,1258,Recognition of Aggression.,,,2025-11-20T01:42:53.402609Z
5938,recognition of aggression,1258,Recognition of Aggression.,,,2025-11-20T01:42:53.402609Z
6082,recognition of aggression,1258,Recognition of Aggression.,,,2025-11-20T01:42:53.402609Z
6227,recognition of aggression,1258,Recognition of Aggression.,,,2025-11-20T01:42:53.402609Z
1404,recognition of posture,1260,Recognition of posture.,,,2025-11-20T01:42:53.402609Z
1548,recognition of posture,1260,Recognition of posture.,,,2025-11-20T01:42:53.402609Z
1692,recognition of posture,1260,Recognition of posture.,,,2025-11-20T01:42:53.402609Z
1836,recognition of posture,1260,Recognition of posture.,,,2025-11-20T01:42:53.402609Z
1981,recognition of posture,1260,Recognition of posture.,,,2025-11-20T01:42:53.402609Z
5508,recognition of posture,1260,Recognition of posture.,,,2025-11-20T01:42:53.402609Z
5652,recognition of posture,1260,Recognition of posture.,,,2025-11-20T01:42:53.402609Z
5796,recognition of posture,1260,Recognition of posture.,,,2025-11-20T01:42:53.402609Z
5940,recognition of posture,1260,Recognition of posture.,,,2025-11-20T01:42:53.402609Z
6084,recognition of posture,1260,Recognition of posture.,,,2025-11-20T01:42:53.402609Z
6229,recognition of posture,1260,Recognition of posture.,,,2025-11-20T01:42:53.402609Z
1407,recognition of firmly,1263,Recognition of firmly.,,,2025-11-20T01:42:53.402609Z
1551,recognition of firmly,1263,Recognition of firmly.,,,2025-11-20T01:42:53.402609Z
1695,recognition of firmly,1263,Recognition of firmly.,,,2025-11-20T01:42:53.402609Z
1839,recognition of firmly,1263,Recognition of firmly.,,,2025-11-20T01:42:53.402609Z
1984,recognition of firmly,1263,Recognition of firmly.,,,2025-11-20T01:42:53.402609Z
5511,recognition of firmly,1263,Recognition of firmly.,,,2025-11-20T01:42:53.402609Z
5655,recognition of firmly,1263,Recognition of firmly.,,,2025-11-20T01:42:53.402609Z
5799,recognition of firmly,1263,Recognition of firmly.,,,2025-11-20T01:42:53.402609Z
5943,recognition of firmly,1263,Recognition of firmly.,,,2025-11-20T01:42:53.402609Z
6087,recognition of firmly,1263,Recognition of firmly.,,,2025-11-20T01:42:53.402609Z
6232,recognition of firmly,1263,Recognition of firmly.,,,2025-11-20T01:42:53.402609Z
1408,recognition of decoding,1264,Recognition of decoding,,,2025-11-20T01:42:53.402609Z
1552,recognition of decoding,1264,Recognition of decoding,,,2025-11-20T01:42:53.402609Z
1696,recognition of decoding,1264,Recognition of decoding,,,2025-11-20T01:42:53.402609Z
1840,recognition of decoding,1264,Recognition of decoding,,,2025-11-20T01:42:53.402609Z
1985,recognition of decoding,1264,Recognition of decoding,,,2025-11-20T01:42:53.402609Z
5512,recognition of decoding,1264,Recognition of decoding,,,2025-11-20T01:42:53.402609Z
5656,recognition of decoding,1264,Recognition of decoding,,,2025-11-20T01:42:53.402609Z
5800,recognition of decoding,1264,Recognition of decoding,,,2025-11-20T01:42:53.402609Z
5944,recognition of decoding,1264,Recognition of decoding,,,2025-11-20T01:42:53.402609Z
6088,recognition of decoding,1264,Recognition of decoding,,,2025-11-20T01:42:53.402609Z
6233,recognition of decoding,1264,Recognition of decoding,,,2025-11-20T01:42:53.402609Z
1409,recognition of optional,1265,Recognition of (Optional),,,2025-11-20T01:42:53.402609Z
1553,recognition of optional,1265,Recognition of (Optional),,,2025-11-20T01:42:53.402609Z
1697,recognition of optional,1265,Recognition of (Optional),,,2025-11-20T01:42:53.402609Z
1841,recognition of optional,1265,Recognition of (Optional),,,2025-11-20T01:42:53.402609Z
1986,recognition of optional,1265,Recognition of (Optional),,,2025-11-20T01:42:53.402609Z
5513,recognition of optional,1265,Recognition of (Optional),,,2025-11-20T01:42:53.402609Z
5657,recognition of optional,1265,Recognition of (Optional),,,2025-11-20T01:42:53.402609Z
5801,recognition of optional,1265,Recognition of (Optional),,,2025-11-20T01:42:53.402609Z
5945,recognition of optional,1265,Recognition of (Optional),,,2025-11-20T01:42:53.402609Z
6089,recognition of optional,1265,Recognition of (Optional),,,2025-11-20T01:42:53.402609Z
6234,recognition of optional,1265,Recognition of (Optional),,,2025-11-20T01:42:53.402609Z
1410,recognition of identifiers,1266,Recognition of identifiers,,,2025-11-20T01:42:53.402609Z
1554,recognition of identifiers,1266,Recognition of identifiers,,,2025-11-20T01:42:53.402609Z
1698,recognition of identifiers,1266,Recognition of identifiers,,,2025-11-20T01:42:53.402609Z
1842,recognition of identifiers,1266,Recognition of identifiers,,,2025-11-20T01:42:53.402609Z
1987,recognition of identifiers,1266,Recognition of identifiers,,,2025-11-20T01:42:53.402609Z
5514,recognition of identifiers,1266,Recognition of identifiers,,,2025-11-20T01:42:53.402609Z
5658,recognition of identifiers,1266,Recognition of identifiers,,,2025-11-20T01:42:53.402609Z
5802,recognition of identifiers,1266,Recognition of identifiers,,,2025-11-20T01:42:53.402609Z
5946,recognition of identifiers,1266,Recognition of identifiers,,,2025-11-20T01:42:53.402609Z
6090,recognition of identifiers,1266,Recognition of identifiers,,,2025-11-20T01:42:53.402609Z
6235,recognition of identifiers,1266,Recognition of identifiers,,,2025-11-20T01:42:53.402609Z
1412,recognition of expansive,1268,Recognition of expansive),,,2025-11-20T01:42:53.402609Z
1556,recognition of expansive,1268,Recognition of expansive),,,2025-11-20T01:42:53.402609Z
1700,recognition of expansive,1268,Recognition of expansive),,,2025-11-20T01:42:53.402609Z
1844,recognition of expansive,1268,Recognition of expansive),,,2025-11-20T01:42:53.402609Z
1989,recognition of expansive,1268,Recognition of expansive),,,2025-11-20T01:42:53.402609Z
5516,recognition of expansive,1268,Recognition of expansive),,,2025-11-20T01:42:53.402609Z
5660,recognition of expansive,1268,Recognition of expansive),,,2025-11-20T01:42:53.402609Z
5804,recognition of expansive,1268,Recognition of expansive),,,2025-11-20T01:42:53.402609Z
5948,recognition of expansive,1268,Recognition of expansive),,,2025-11-20T01:42:53.402609Z
6092,recognition of expansive,1268,Recognition of expansive),,,2025-11-20T01:42:53.402609Z
6237,recognition of expansive,1268,Recognition of expansive),,,2025-11-20T01:42:53.402609Z
1413,recognition of lens,1269,"Recognition of lens""",,,2025-11-20T01:42:53.402609Z
1557,recognition of lens,1269,"Recognition of lens""",,,2025-11-20T01:42:53.402609Z
1701,recognition of lens,1269,"Recognition of lens""",,,2025-11-20T01:42:53.402609Z
1845,recognition of lens,1269,"Recognition of lens""",,,2025-11-20T01:42:53.402609Z
1990,recognition of lens,1269,"Recognition of lens""",,,2025-11-20T01:42:53.402609Z
5517,recognition of lens,1269,"Recognition of lens""",,,2025-11-20T01:42:53.402609Z
5661,recognition of lens,1269,"Recognition of lens""",,,2025-11-20T01:42:53.402609Z
5805,recognition of lens,1269,"Recognition of lens""",,,2025-11-20T01:42:53.402609Z
5949,recognition of lens,1269,"Recognition of lens""",,,2025-11-20T01:42:53.402609Z
6093,recognition of lens,1269,"Recognition of lens""",,,2025-11-20T01:42:53.402609Z
6238,recognition of lens,1269,"Recognition of lens""",,,2025-11-20T01:42:53.402609Z
1414,recognition of le,1270,Recognition of le...,,,2025-11-20T01:42:53.402609Z
1558,recognition of le,1270,Recognition of le...,,,2025-11-20T01:42:53.402609Z
1702,recognition of le,1270,Recognition of le...,,,2025-11-20T01:42:53.402609Z
1846,recognition of le,1270,Recognition of le...,,,2025-11-20T01:42:53.402609Z
1991,recognition of le,1270,Recognition of le...,,,2025-11-20T01:42:53.402609Z
5518,recognition of le,1270,Recognition of le...,,,2025-11-20T01:42:53.402609Z
5662,recognition of le,1270,Recognition of le...,,,2025-11-20T01:42:53.402609Z
5806,recognition of le,1270,Recognition of le...,,,2025-11-20T01:42:53.402609Z
5950,recognition of le,1270,Recognition of le...,,,2025-11-20T01:42:53.402609Z
6094,recognition of le,1270,Recognition of le...,,,2025-11-20T01:42:53.402609Z
6239,recognition of le,1270,Recognition of le...,,,2025-11-20T01:42:53.402609Z
1415,recognition of support,1271,Recognition of support),,,2025-11-20T01:42:53.402609Z
1559,recognition of support,1271,Recognition of support),,,2025-11-20T01:42:53.402609Z
1703,recognition of support,1271,Recognition of support),,,2025-11-20T01:42:53.402609Z
1847,recognition of support,1271,Recognition of support),,,2025-11-20T01:42:53.402609Z
1992,recognition of support,1271,Recognition of support),,,2025-11-20T01:42:53.402609Z
5519,recognition of support,1271,Recognition of support),,,2025-11-20T01:42:53.402609Z
5663,recognition of support,1271,Recognition of support),,,2025-11-20T01:42:53.402609Z
5807,recognition of support,1271,Recognition of support),,,2025-11-20T01:42:53.402609Z
5951,recognition of support,1271,Recognition of support),,,2025-11-20T01:42:53.402609Z
6095,recognition of support,1271,Recognition of support),,,2025-11-20T01:42:53.402609Z
6240,recognition of support,1271,Recognition of support),,,2025-11-20T01:42:53.402609Z
1417,recognition of wisdom,1273,Recognition of wisdom,,,2025-11-20T01:42:53.402609Z
1561,recognition of wisdom,1273,Recognition of wisdom,,,2025-11-20T01:42:53.402609Z
1705,recognition of wisdom,1273,Recognition of wisdom,,,2025-11-20T01:42:53.402609Z
1849,recognition of wisdom,1273,Recognition of wisdom,,,2025-11-20T01:42:53.402609Z
1994,recognition of wisdom,1273,Recognition of wisdom,,,2025-11-20T01:42:53.402609Z
5521,recognition of wisdom,1273,Recognition of wisdom,,,2025-11-20T01:42:53.402609Z
5665,recognition of wisdom,1273,Recognition of wisdom,,,2025-11-20T01:42:53.402609Z
5809,recognition of wisdom,1273,Recognition of wisdom,,,2025-11-20T01:42:53.402609Z
5953,recognition of wisdom,1273,Recognition of wisdom,,,2025-11-20T01:42:53.402609Z
6097,recognition of wisdom,1273,Recognition of wisdom,,,2025-11-20T01:42:53.402609Z
6242,recognition of wisdom,1273,Recognition of wisdom,,,2025-11-20T01:42:53.402609Z
1418,recognition of clarity,1274,Recognition of clarity.,,,2025-11-20T01:42:53.402609Z
1562,recognition of clarity,1274,Recognition of clarity.,,,2025-11-20T01:42:53.402609Z
1706,recognition of clarity,1274,Recognition of clarity.,,,2025-11-20T01:42:53.402609Z
1850,recognition of clarity,1274,Recognition of clarity.,,,2025-11-20T01:42:53.402609Z
1995,recognition of clarity,1274,Recognition of clarity.,,,2025-11-20T01:42:53.402609Z
5522,recognition of clarity,1274,Recognition of clarity.,,,2025-11-20T01:42:53.402609Z
5666,recognition of clarity,1274,Recognition of clarity.,,,2025-11-20T01:42:53.402609Z
5810,recognition of clarity,1274,Recognition of clarity.,,,2025-11-20T01:42:53.402609Z
5954,recognition of clarity,1274,Recognition of clarity.,,,2025-11-20T01:42:53.402609Z
6098,recognition of clarity,1274,Recognition of clarity.,,,2025-11-20T01:42:53.402609Z
6243,recognition of clarity,1274,Recognition of clarity.,,,2025-11-20T01:42:53.402609Z
1419,recognition of long,1275,Recognition of long.,,,2025-11-20T01:42:53.402609Z
1563,recognition of long,1275,Recognition of long.,,,2025-11-20T01:42:53.402609Z
1707,recognition of long,1275,Recognition of long.,,,2025-11-20T01:42:53.402609Z
1851,recognition of long,1275,Recognition of long.,,,2025-11-20T01:42:53.402609Z
1996,recognition of long,1275,Recognition of long.,,,2025-11-20T01:42:53.402609Z
5523,recognition of long,1275,Recognition of long.,,,2025-11-20T01:42:53.402609Z
5667,recognition of long,1275,Recognition of long.,,,2025-11-20T01:42:53.402609Z
5811,recognition of long,1275,Recognition of long.,,,2025-11-20T01:42:53.402609Z
5955,recognition of long,1275,Recognition of long.,,,2025-11-20T01:42:53.402609Z
6099,recognition of long,1275,Recognition of long.,,,2025-11-20T01:42:53.402609Z
6244,recognition of long,1275,Recognition of long.,,,2025-11-20T01:42:53.402609Z
1420,recognition of en,1276,Recognition of en...,,,2025-11-20T01:42:53.402609Z
1564,recognition of en,1276,Recognition of en...,,,2025-11-20T01:42:53.402609Z
1708,recognition of en,1276,Recognition of en...,,,2025-11-20T01:42:53.402609Z
1852,recognition of en,1276,Recognition of en...,,,2025-11-20T01:42:53.402609Z
1997,recognition of en,1276,Recognition of en...,,,2025-11-20T01:42:53.402609Z
5524,recognition of en,1276,Recognition of en...,,,2025-11-20T01:42:53.402609Z
5668,recognition of en,1276,Recognition of en...,,,2025-11-20T01:42:53.402609Z
5812,recognition of en,1276,Recognition of en...,,,2025-11-20T01:42:53.402609Z
5956,recognition of en,1276,Recognition of en...,,,2025-11-20T01:42:53.402609Z
6100,recognition of en,1276,Recognition of en...,,,2025-11-20T01:42:53.402609Z
6245,recognition of en,1276,Recognition of en...,,,2025-11-20T01:42:53.402609Z
1421,recognition of rhythm,1277,Recognition of rhythm.,,,2025-11-20T01:42:53.402609Z
1565,recognition of rhythm,1277,Recognition of rhythm.,,,2025-11-20T01:42:53.402609Z
1709,recognition of rhythm,1277,Recognition of rhythm.,,,2025-11-20T01:42:53.402609Z
1853,recognition of rhythm,1277,Recognition of rhythm.,,,2025-11-20T01:42:53.402609Z
1998,recognition of rhythm,1277,Recognition of rhythm.,,,2025-11-20T01:42:53.402609Z
5525,recognition of rhythm,1277,Recognition of rhythm.,,,2025-11-20T01:42:53.402609Z
5669,recognition of rhythm,1277,Recognition of rhythm.,,,2025-11-20T01:42:53.402609Z
5813,recognition of rhythm,1277,Recognition of rhythm.,,,2025-11-20T01:42:53.402609Z
5957,recognition of rhythm,1277,Recognition of rhythm.,,,2025-11-20T01:42:53.402609Z
6101,recognition of rhythm,1277,Recognition of rhythm.,,,2025-11-20T01:42:53.402609Z
6246,recognition of rhythm,1277,Recognition of rhythm.,,,2025-11-20T01:42:53.402609Z
1423,recognition of refuge,1279,Recognition of refuge,,,2025-11-20T01:42:53.402609Z
1567,recognition of refuge,1279,Recognition of refuge,,,2025-11-20T01:42:53.402609Z
1711,recognition of refuge,1279,Recognition of refuge,,,2025-11-20T01:42:53.402609Z
1855,recognition of refuge,1279,Recognition of refuge,,,2025-11-20T01:42:53.402609Z
2000,recognition of refuge,1279,Recognition of refuge,,,2025-11-20T01:42:53.402609Z
5527,recognition of refuge,1279,Recognition of refuge,,,2025-11-20T01:42:53.402609Z
5671,recognition of refuge,1279,Recognition of refuge,,,2025-11-20T01:42:53.402609Z
5815,recognition of refuge,1279,Recognition of refuge,,,2025-11-20T01:42:53.402609Z
5959,recognition of refuge,1279,Recognition of refuge,,,2025-11-20T01:42:53.402609Z
6103,recognition of refuge,1279,Recognition of refuge,,,2025-11-20T01:42:53.402609Z
6248,recognition of refuge,1279,Recognition of refuge,,,2025-11-20T01:42:53.402609Z
1424,recognition of memory,1280,Recognition of Memory,,,2025-11-20T01:42:53.402609Z
1568,recognition of memory,1280,Recognition of Memory,,,2025-11-20T01:42:53.402609Z
1712,recognition of memory,1280,Recognition of Memory,,,2025-11-20T01:42:53.402609Z
1856,recognition of memory,1280,Recognition of Memory,,,2025-11-20T01:42:53.402609Z
2001,recognition of memory,1280,Recognition of Memory,,,2025-11-20T01:42:53.402609Z
5528,recognition of memory,1280,Recognition of Memory,,,2025-11-20T01:42:53.402609Z
5672,recognition of memory,1280,Recognition of Memory,,,2025-11-20T01:42:53.402609Z
5816,recognition of memory,1280,Recognition of Memory,,,2025-11-20T01:42:53.402609Z
5960,recognition of memory,1280,Recognition of Memory,,,2025-11-20T01:42:53.402609Z
6104,recognition of memory,1280,Recognition of Memory,,,2025-11-20T01:42:53.402609Z
6249,recognition of memory,1280,Recognition of Memory,,,2025-11-20T01:42:53.402609Z
1425,recognition of a,1281,Recognition of A...,,,2025-11-20T01:42:53.402609Z
1569,recognition of a,1281,Recognition of A...,,,2025-11-20T01:42:53.402609Z
1713,recognition of a,1281,Recognition of A...,,,2025-11-20T01:42:53.402609Z
1857,recognition of a,1281,Recognition of A...,,,2025-11-20T01:42:53.402609Z
2002,recognition of a,1281,Recognition of A...,,,2025-11-20T01:42:53.402609Z
5529,recognition of a,1281,Recognition of A...,,,2025-11-20T01:42:53.402609Z
5673,recognition of a,1281,Recognition of A...,,,2025-11-20T01:42:53.402609Z
5817,recognition of a,1281,Recognition of A...,,,2025-11-20T01:42:53.402609Z
5961,recognition of a,1281,Recognition of A...,,,2025-11-20T01:42:53.402609Z
6105,recognition of a,1281,Recognition of A...,,,2025-11-20T01:42:53.402609Z
6250,recognition of a,1281,Recognition of A...,,,2025-11-20T01:42:53.402609Z
1426,recognition of i,1282,Recognition of i...,,,2025-11-20T01:42:53.402609Z
1570,recognition of i,1282,Recognition of i...,,,2025-11-20T01:42:53.402609Z
1714,recognition of i,1282,Recognition of i...,,,2025-11-20T01:42:53.402609Z
1858,recognition of i,1282,Recognition of i...,,,2025-11-20T01:42:53.402609Z
2003,recognition of i,1282,Recognition of i...,,,2025-11-20T01:42:53.402609Z
5530,recognition of i,1282,Recognition of i...,,,2025-11-20T01:42:53.402609Z
5674,recognition of i,1282,Recognition of i...,,,2025-11-20T01:42:53.402609Z
5818,recognition of i,1282,Recognition of i...,,,2025-11-20T01:42:53.402609Z
5962,recognition of i,1282,Recognition of i...,,,2025-11-20T01:42:53.402609Z
6106,recognition of i,1282,Recognition of i...,,,2025-11-20T01:42:53.402609Z
6251,recognition of i,1282,Recognition of i...,,,2025-11-20T01:42:53.402609Z
1427,recognition of ring,1283,Recognition of ring,,,2025-11-20T01:42:53.402609Z
1571,recognition of ring,1283,Recognition of ring,,,2025-11-20T01:42:53.402609Z
1715,recognition of ring,1283,Recognition of ring,,,2025-11-20T01:42:53.402609Z
1859,recognition of ring,1283,Recognition of ring,,,2025-11-20T01:42:53.402609Z
2004,recognition of ring,1283,Recognition of ring,,,2025-11-20T01:42:53.402609Z
5531,recognition of ring,1283,Recognition of ring,,,2025-11-20T01:42:53.402609Z
5675,recognition of ring,1283,Recognition of ring,,,2025-11-20T01:42:53.402609Z
5819,recognition of ring,1283,Recognition of ring,,,2025-11-20T01:42:53.402609Z
5963,recognition of ring,1283,Recognition of ring,,,2025-11-20T01:42:53.402609Z
6107,recognition of ring,1283,Recognition of ring,,,2025-11-20T01:42:53.402609Z
6252,recognition of ring,1283,Recognition of ring,,,2025-11-20T01:42:53.402609Z
1428,recognition of archive,1284,Recognition of Archive,,,2025-11-20T01:42:53.402609Z
1572,recognition of archive,1284,Recognition of Archive,,,2025-11-20T01:42:53.402609Z
1716,recognition of archive,1284,Recognition of Archive,,,2025-11-20T01:42:53.402609Z
1860,recognition of archive,1284,Recognition of Archive,,,2025-11-20T01:42:53.402609Z
2005,recognition of archive,1284,Recognition of Archive,,,2025-11-20T01:42:53.402609Z
5532,recognition of archive,1284,Recognition of Archive,,,2025-11-20T01:42:53.402609Z
5676,recognition of archive,1284,Recognition of Archive,,,2025-11-20T01:42:53.402609Z
5820,recognition of archive,1284,Recognition of Archive,,,2025-11-20T01:42:53.402609Z
5964,recognition of archive,1284,Recognition of Archive,,,2025-11-20T01:42:53.402609Z
6108,recognition of archive,1284,Recognition of Archive,,,2025-11-20T01:42:53.402609Z
6253,recognition of archive,1284,Recognition of Archive,,,2025-11-20T01:42:53.402609Z
1429,recognition of bloom,1285,Recognition of bloom,,,2025-11-20T01:42:53.402609Z
1573,recognition of bloom,1285,Recognition of bloom,,,2025-11-20T01:42:53.402609Z
1717,recognition of bloom,1285,Recognition of bloom,,,2025-11-20T01:42:53.402609Z
1861,recognition of bloom,1285,Recognition of bloom,,,2025-11-20T01:42:53.402609Z
2006,recognition of bloom,1285,Recognition of bloom,,,2025-11-20T01:42:53.402609Z
5533,recognition of bloom,1285,Recognition of bloom,,,2025-11-20T01:42:53.402609Z
5677,recognition of bloom,1285,Recognition of bloom,,,2025-11-20T01:42:53.402609Z
5821,recognition of bloom,1285,Recognition of bloom,,,2025-11-20T01:42:53.402609Z
5965,recognition of bloom,1285,Recognition of bloom,,,2025-11-20T01:42:53.402609Z
6109,recognition of bloom,1285,Recognition of bloom,,,2025-11-20T01:42:53.402609Z
6254,recognition of bloom,1285,Recognition of bloom,,,2025-11-20T01:42:53.402609Z
1431,recognition of echo,1287,Recognition of echo,,,2025-11-20T01:42:53.402609Z
1575,recognition of echo,1287,Recognition of echo,,,2025-11-20T01:42:53.402609Z
1719,recognition of echo,1287,Recognition of echo,,,2025-11-20T01:42:53.402609Z
1863,recognition of echo,1287,Recognition of echo,,,2025-11-20T01:42:53.402609Z
2008,recognition of echo,1287,Recognition of echo,,,2025-11-20T01:42:53.402609Z
5535,recognition of echo,1287,Recognition of echo,,,2025-11-20T01:42:53.402609Z
5679,recognition of echo,1287,Recognition of echo,,,2025-11-20T01:42:53.402609Z
5823,recognition of echo,1287,Recognition of echo,,,2025-11-20T01:42:53.402609Z
5967,recognition of echo,1287,Recognition of echo,,,2025-11-20T01:42:53.402609Z
6111,recognition of echo,1287,Recognition of echo,,,2025-11-20T01:42:53.402609Z
6256,recognition of echo,1287,Recognition of echo,,,2025-11-20T01:42:53.402609Z
1432,recognition of pulse,1288,Recognition of pulse,,,2025-11-20T01:42:53.402609Z
1576,recognition of pulse,1288,Recognition of pulse,,,2025-11-20T01:42:53.402609Z
1720,recognition of pulse,1288,Recognition of pulse,,,2025-11-20T01:42:53.402609Z
1864,recognition of pulse,1288,Recognition of pulse,,,2025-11-20T01:42:53.402609Z
2009,recognition of pulse,1288,Recognition of pulse,,,2025-11-20T01:42:53.402609Z
5536,recognition of pulse,1288,Recognition of pulse,,,2025-11-20T01:42:53.402609Z
5680,recognition of pulse,1288,Recognition of pulse,,,2025-11-20T01:42:53.402609Z
5824,recognition of pulse,1288,Recognition of pulse,,,2025-11-20T01:42:53.402609Z
5968,recognition of pulse,1288,Recognition of pulse,,,2025-11-20T01:42:53.402609Z
6112,recognition of pulse,1288,Recognition of pulse,,,2025-11-20T01:42:53.402609Z
6257,recognition of pulse,1288,Recognition of pulse,,,2025-11-20T01:42:53.402609Z
1433,recognition of lightpath,1289,Recognition of LightPath),,,2025-11-20T01:42:53.402609Z
1577,recognition of lightpath,1289,Recognition of LightPath),,,2025-11-20T01:42:53.402609Z
1721,recognition of lightpath,1289,Recognition of LightPath),,,2025-11-20T01:42:53.402609Z
1865,recognition of lightpath,1289,Recognition of LightPath),,,2025-11-20T01:42:53.402609Z
2010,recognition of lightpath,1289,Recognition of LightPath),,,2025-11-20T01:42:53.402609Z
5537,recognition of lightpath,1289,Recognition of LightPath),,,2025-11-20T01:42:53.402609Z
5681,recognition of lightpath,1289,Recognition of LightPath),,,2025-11-20T01:42:53.402609Z
5825,recognition of lightpath,1289,Recognition of LightPath),,,2025-11-20T01:42:53.402609Z
5969,recognition of lightpath,1289,Recognition of LightPath),,,2025-11-20T01:42:53.402609Z
6113,recognition of lightpath,1289,Recognition of LightPath),,,2025-11-20T01:42:53.402609Z
6258,recognition of lightpath,1289,Recognition of LightPath),,,2025-11-20T01:42:53.402609Z
1438,recognition of st,1294,Recognition of st...,,,2025-11-20T01:42:53.402609Z
1582,recognition of st,1294,Recognition of st...,,,2025-11-20T01:42:53.402609Z
1726,recognition of st,1294,Recognition of st...,,,2025-11-20T01:42:53.402609Z
1870,recognition of st,1294,Recognition of st...,,,2025-11-20T01:42:53.402609Z
2015,recognition of st,1294,Recognition of st...,,,2025-11-20T01:42:53.402609Z
5542,recognition of st,1294,Recognition of st...,,,2025-11-20T01:42:53.402609Z
5686,recognition of st,1294,Recognition of st...,,,2025-11-20T01:42:53.402609Z
5830,recognition of st,1294,Recognition of st...,,,2025-11-20T01:42:53.402609Z
